parameter,i,j,value
class,116,3,0.8938782
class,116,4,0.5104906
class,116,5,0.088397466
class,116,6,0.21872225
class,116,7,0.9051345
class,116,8,0.15376835
class,116,9,0.18488087
class,117,0,0.10300368
class,117,1,0.8461694
class,117,2,0.8263568
class,117,3,0.105824105
class,117,4,0.11226951
class,117,5,0.34198624
class,117,6,0.82521987
class,117,7,0.8940956
class,117,8,0.088869
class,117,9,0.8665147
class,118,0,0.07971521
class,118,1,0.13216272
class,118,2,0.7035945
class,118,3,0.11291075
class,118,4,0.92375684
class,118,5,0.24080503
class,118,6,0.19692422
class,118,7,0.91167855
class,118,8,0.38143605
class,118,9,0.16722988
class,119,0,0.06260387
class,119,1,0.15217741
class,119,2,0.50330305
class,119,3,0.11522174
class,119,4,0.15865748
class,119,5,0.8909959
class,119,6,0.21283455
class,119,7,0.8531434
class,119,8,0.9187582
class,119,9,0.85894096
class,120,0,0.19874601
class,120,1,0.8927727
class,120,2,0.91932714
class,120,3,0.13918297
class,120,4,0.29678735
class,120,5,0.1627409
class,120,6,0.8015602
class,120,7,0.94639176
class,120,8,0.9686325
class,120,9,0.0725942
class,121,0,0.06710791
class,121,1,0.06843941
class,121,2,0.7607153
class,121,3,0.1339561
class,121,4,0.13914986
class,121,5,0.7498194
class,121,6,0.4014889
class,121,7,0.17448704
class,121,8,0.14585024
class,121,9,0.18109736
class,122,0,0.22279154
class,122,1,0.9534195
class,122,2,0.25747907
class,122,3,0.91864294
class,122,4,0.17876768
class,122,5,0.90725297
class,122,6,0.8983712
class,122,7,0.08035386
class,122,8,0.2893201
class,122,9,0.84200644
class,123,0,0.124943145
class,123,1,0.083997875
class,123,2,0.11052379
class,123,3,0.06786603
class,123,4,0.21562429
class,123,5,0.13635382
class,123,6,0.46771568
class,123,7,0.8508041
class,123,8,0.12630665
class,123,9,0.7429189
class,124,0,0.91791534
class,124,1,0.9533997
class,124,2,0.9184175
class,124,3,0.9418907
class,124,4,0.9084951
class,124,5,0.9585269
class,124,6,0.9610268
class,124,7,0.046793308
class,124,8,0.95831186
class,124,9,0.13653132
class,125,0,0.10821882
class,125,1,0.90995926
class,125,2,0.43158042
class,125,3,0.86882395
class,125,4,0.123095
class,125,5,0.16548395
class,125,6,0.68741834
class,125,7,0.12841226
class,125,8,0.8046178
class,125,9,0.24428695
class,126,0,0.8141793
class,126,1,0.13821988
class,126,2,0.67616373
class,126,3,0.07979925
class,126,4,0.113789156
class,126,5,0.11179751
class,126,6,0.71324694
class,126,7,0.27836078
class,126,8,0.09834018
class,126,9,0.09737042
class,127,0,0.09591013
class,127,1,0.8647063
class,127,2,0.23522246
class,127,3,0.9144657
class,127,4,0.9500334
class,127,5,0.77815706
class,127,6,0.12565944
class,127,7,0.947048
class,127,8,0.079540275
class,127,9,0.88429284
class,128,0,0.9274644
class,128,1,0.11371503
class,128,2,0.12753803
class,128,3,0.9430329
class,128,4,0.9218943
class,128,5,0.87583524
class,128,6,0.8988291
class,128,7,0.9012997
class,128,8,0.1067059
class,128,9,0.7970748
class,129,0,0.69000363
class,129,1,0.9171301
class,129,2,0.3548408
class,129,3,0.08576172
class,129,4,0.8688433
class,129,5,0.3185372
class,129,6,0.8760187
class,129,7,0.9153418
class,129,8,0.08845293
class,129,9,0.12009409
class,130,0,0.16198008
class,130,1,0.89806247
class,130,2,0.054719504
class,130,3,0.87153345
class,130,4,0.86764574
class,130,5,0.039260037
class,130,6,0.8365967
class,130,7,0.16669105
class,130,8,0.82157004
class,130,9,0.896919
class,131,0,0.16482475
class,131,1,0.1433242
class,131,2,0.32660815
class,131,3,0.86025697
class,131,4,0.8077436
class,131,5,0.8681567
class,131,6,0.090772845
class,131,7,0.04561486
class,131,8,0.87874067
class,131,9,0.8798795
class,132,0,0.10428705
class,132,1,0.82916695
class,132,2,0.8402367
class,132,3,0.9247183
class,132,4,0.90380687
class,132,5,0.31317994
class,132,6,0.120861895
class,132,7,0.15790658
class,132,8,0.10840112
class,132,9,0.84076864
class,133,0,0.8787627
class,133,1,0.85433203
class,133,2,0.23273557
class,133,3,0.106829196
class,133,4,0.12403869
class,133,5,0.15489897
class,133,6,0.13841419
class,133,7,0.785083
class,133,8,0.65336007
class,133,9,0.17772561
class,134,0,0.11075356
class,134,1,0.21943758
class,134,2,0.7358738
class,134,3,0.08239154
class,134,4,0.07756219
class,134,5,0.22004592
class,134,6,0.08309044
class,134,7,0.8206739
class,134,8,0.77371246
class,134,9,0.12679742
class,135,0,0.06505838
class,135,1,0.07720898
class,135,2,0.8535049
class,135,3,0.9335409
class,135,4,0.6492858
class,135,5,0.0433518
class,135,6,0.85244894
class,135,7,0.1168358
class,135,8,0.8132104
class,135,9,0.11469973
class,136,0,0.09073421
class,136,1,0.918839
class,136,2,0.34399423
class,136,3,0.95252454
class,136,4,0.90217745
class,136,5,0.8816763
class,136,6,0.07335649
class,136,7,0.27384177
class,136,8,0.20438819
class,136,9,0.81957984
class,137,0,0.16304944
class,137,1,0.086726926
class,137,2,0.6679472
class,137,3,0.07654739
class,137,4,0.2329219
class,137,5,0.105038606
class,137,6,0.15007466
class,137,7,0.1500544
class,137,8,0.7653345
class,137,9,0.80800974
class,138,0,0.8262297
class,138,1,0.867912
class,138,2,0.8406239
class,138,3,0.91487277
class,138,4,0.30378562
class,138,5,0.1627952
class,138,6,0.41055858
class,138,7,0.06660343
class,138,8,0.084488176
class,138,9,0.065638416
class,139,0,0.9366529
class,139,1,0.939459
class,139,2,0.17638856
class,139,3,0.1328839
class,139,4,0.8940113
class,139,5,0.74272656
class,139,6,0.18595491
class,139,7,0.8884065
class,139,8,0.21198387
class,139,9,0.923476
class,140,0,0.9342082
class,140,1,0.102739155
class,140,2,0.33239925
class,140,3,0.8663583
class,140,4,0.08664919
class,140,5,0.080491744
class,140,6,0.82662874
class,140,7,0.8486634
class,140,8,0.8499562
class,140,9,0.8502622
class,141,0,0.87666434
class,141,1,0.91551924
class,141,2,0.83830583
class,141,3,0.8511006
class,141,4,0.1222972
class,141,5,0.13807407
class,141,6,0.9278355
class,141,7,0.10345795
class,141,8,0.9102303
class,141,9,0.055405844
class,142,0,0.20399271
class,142,1,0.097133264
class,142,2,0.7311306
class,142,3,0.8810862
class,142,4,0.24986535
class,142,5,0.17027657
class,142,6,0.7942128
class,142,7,0.878391
class,142,8,0.35947707
class,142,9,0.7681776
class,143,0,0.8149633
class,143,1,0.120531105
class,143,2,0.1754771
class,143,3,0.83434206
class,143,4,0.3166671
class,143,5,0.19157204
class,143,6,0.11753229
class,143,7,0.89015687
class,143,8,0.101542905
class,143,9,0.09822748
class,144,0,0.12248639
class,144,1,0.10548676
class,144,2,0.8378271
class,144,3,0.13572837
class,144,4,0.1851323
class,144,5,0.368485
class,144,6,0.7734902
class,144,7,0.09173209
class,144,8,0.8539479
class,144,9,0.15801571
class,145,0,0.16950238
class,145,1,0.8924075
class,145,2,0.19141223
class,145,3,0.9259393
class,145,4,0.88947535
class,145,5,0.12989663
class,145,6,0.86322767
class,145,7,0.08133325
class,145,8,0.8574015
class,145,9,0.15140785
class,146,0,0.09686634
class,146,1,0.917425
class,146,2,0.16595566
class,146,3,0.15542369
class,146,4,0.09790743
class,146,5,0.8906688
class,146,6,0.915524
class,146,7,0.9381187
class,146,8,0.8824049
class,146,9,0.7836464
class,147,0,0.9105274
class,147,1,0.88263124
class,147,2,0.91244245
class,147,3,0.07492564
class,147,4,0.38283864
class,147,5,0.80033
class,147,6,0.084126875
class,147,7,0.11288095
class,147,8,0.90916204
class,147,9,0.7931177
class,148,0,0.76312834
class,148,1,0.21158914
class,148,2,0.093529075
class,148,3,0.11782768
class,148,4,0.8052877
class,148,5,0.91914564
class,148,6,0.8318045
class,148,7,0.20126784
class,148,8,0.11114569
class,148,9,0.11583636
class,149,0,0.123600475
class,149,1,0.12828937
class,149,2,0.88861036
class,149,3,0.1170987
class,149,4,0.9235979
class,149,5,0.103939876
class,149,6,0.9243584
class,149,7,0.9171811
class,149,8,0.8500578
class,149,9,0.240848
class,150,0,0.92887914
class,150,1,0.105480306
class,150,2,0.11811726
class,150,3,0.9212346
class,150,4,0.24606998
class,150,5,0.28829995
class,150,6,0.33925396
class,150,7,0.20454197
class,150,8,0.7800609
class,150,9,0.90393376
class,151,0,0.12537593
class,151,1,0.93564576
class,151,2,0.92304224
class,151,3,0.04653447
class,151,4,0.9518377
class,151,5,0.9226056
class,151,6,0.91313857
class,151,7,0.9247096
class,151,8,0.93886125
class,151,9,0.20565085
class,152,0,0.88372207
class,152,1,0.1088668
class,152,2,0.055757727
class,152,3,0.9432929
class,152,4,0.783586
class,152,5,0.29334143
class,152,6,0.8998228
class,152,7,0.16476753
class,152,8,0.8979996
class,152,9,0.90779966
class,153,0,0.84789443
class,153,1,0.09963779
class,153,2,0.9302728
class,153,3,0.057418633
class,153,4,0.8735352
class,153,5,0.21541196
class,153,6,0.8266879
class,153,7,0.076074265
class,153,8,0.91596335
class,153,9,0.14122944
class,154,0,0.10672208
class,154,1,0.81344086
class,154,2,0.088416584
class,154,3,0.7822087
class,154,4,0.09564492
class,154,5,0.5448945
class,154,6,0.089145176
class,154,7,0.10032212
class,154,8,0.08474393
class,154,9,0.12590806
class,155,0,0.9307344
class,155,1,0.12380461
class,155,2,0.2115762
class,155,3,0.9658734
class,155,4,0.91800886
class,155,5,0.93819755
class,155,6,0.9489323
class,155,7,0.93631446
class,155,8,0.87329364
class,155,9,0.9280074
class,156,0,0.8529082
class,156,1,0.1080729
class,156,2,0.15784588
class,156,3,0.058858648
class,156,4,0.8981255
class,156,5,0.33843094
class,156,6,0.89578986
class,156,7,0.8790694
class,156,8,0.12041784
class,156,9,0.13841432
class,157,0,0.11803787
class,157,1,0.1725333
class,157,2,0.8521044
class,157,3,0.8942981
class,157,4,0.162683
class,157,5,0.91270494
class,157,6,0.07296845
class,157,7,0.105932064
class,157,8,0.9238363
class,157,9,0.1766279
class,158,0,0.8909421
class,158,1,0.9574218
class,158,2,0.8587778
class,158,3,0.11854608
class,158,4,0.8794774
class,158,5,0.94421786
class,158,6,0.9407073
class,158,7,0.05977717
class,158,8,0.9514713
class,158,9,0.098258026
class,159,0,0.9175832
class,159,1,0.88229597
class,159,2,0.8935109
class,159,3,0.90089685
class,159,4,0.90176874
class,159,5,0.031020377
class,159,6,0.89533424
class,159,7,0.10209745
class,159,8,0.93539214
class,159,9,0.12993951
class,160,0,0.8996582
class,160,1,0.16708529
class,160,2,0.08727531
class,160,3,0.92912173
class,160,4,0.88166237
class,160,5,0.09769896
class,160,6,0.95602304
class,160,7,0.89881456
class,160,8,0.9298174
class,160,9,0.91645867
class,161,0,0.92750275
class,161,1,0.048800524
class,161,2,0.31645712
class,161,3,0.919431
class,161,4,0.9493803
class,161,5,0.96551436
class,161,6,0.95432246
class,161,7,0.93700236
class,161,8,0.9318273
class,161,9,0.9231659
class,162,0,0.89263046
class,162,1,0.9122989
class,162,2,0.92438364
class,162,3,0.052522052
class,162,4,0.113188356
class,162,5,0.40373254
class,162,6,0.9076491
class,162,7,0.8289989
class,162,8,0.9249944
class,162,9,0.0871143
class,163,0,0.06113974
class,163,1,0.91859835
class,163,2,0.87497497
class,163,3,0.16267082
class,163,4,0.8190352
class,163,5,0.30098
class,163,6,0.9209368
class,163,7,0.9113513
class,163,8,0.9000107
class,163,9,0.26440614
class,164,0,0.10376297
class,164,1,0.8930338
class,164,2,0.8345947
class,164,3,0.06735321
class,164,4,0.15929282
class,164,5,0.0899444
class,164,6,0.8883984
class,164,7,0.8951088
class,164,8,0.27762496
class,164,9,0.2200251
class,165,0,0.9017647
class,165,1,0.18913114
class,165,2,0.93681765
class,165,3,0.8467723
class,165,4,0.9247268
class,165,5,0.14399442
class,165,6,0.2438416
class,165,7,0.9496077
class,165,8,0.9410336
class,165,9,0.07005295
class,166,0,0.18720962
class,166,1,0.88328534
class,166,2,0.86328524
class,166,3,0.057868313
class,166,4,0.9218176
class,166,5,0.8528229
class,166,6,0.9222672
class,166,7,0.14486614
class,166,8,0.3533418
class,166,9,0.82454544
class,167,0,0.19422676
class,167,1,0.89130867
class,167,2,0.87484914
class,167,3,0.8768479
class,167,4,0.16475113
class,167,5,0.11780242
class,167,6,0.9477935
class,167,7,0.13576132
class,167,8,0.9399234
class,167,9,0.87196314
class,168,0,0.17560673
class,168,1,0.16983494
class,168,2,0.12293207
class,168,3,0.9053843
class,168,4,0.8144439
class,168,5,0.85936564
class,168,6,0.3130641
class,168,7,0.11342121
class,168,8,0.1677067
class,168,9,0.8773457
class,169,0,0.100590505
class,169,1,0.09228201
class,169,2,0.047711805
class,169,3,0.9055776
class,169,4,0.914747
class,169,5,0.9520152
class,169,6,0.90475863
class,169,7,0.9155273
class,169,8,0.90847045
class,169,9,0.11002374
class,170,0,0.91752696
class,170,1,0.16809884
class,170,2,0.19161175
class,170,3,0.8677689
class,170,4,0.1660639
class,170,5,0.14665174
class,170,6,0.7175536
class,170,7,0.061520096
class,170,8,0.89332306
class,170,9,0.46199527
class,171,0,0.9396258
class,171,1,0.9361167
class,171,2,0.95768493
class,171,3,0.9488134
class,171,4,0.9518106
class,171,5,0.9706726
class,171,6,0.9522817
class,171,7,0.9462196
class,171,8,0.9725598
class,171,9,0.046701565
class,172,0,0.167681
class,172,1,0.93365747
class,172,2,0.94213384
class,172,3,0.104926854
class,172,4,0.77108544
class,172,5,0.13179299
class,172,6,0.86857855
class,172,7,0.24403831
class,172,8,0.94862044
class,172,9,0.9268811
class,173,0,0.8032438
class,173,1,0.93797827
class,173,2,0.2750353
class,173,3,0.123285435
class,173,4,0.91568136
class,173,5,0.8015845
class,173,6,0.12651066
class,173,7,0.8182882
class,173,8,0.1567321
class,173,9,0.29493812
class,174,0,0.1283916
class,174,1,0.16991195
class,174,2,0.93753517
class,174,3,0.1522802
class,174,4,0.8819509
class,174,5,0.8863831
class,174,6,0.08849104
class,174,7,0.9324684
class,174,8,0.14610055
class,174,9,0.92414767
class,175,0,0.8553085
class,175,1,0.0770455
class,175,2,0.5233385
class,175,3,0.05397473
class,175,4,0.11174063
class,175,5,0.19017132
class,175,6,0.87740076
class,175,7,0.862309
class,175,8,0.13003102
class,175,9,0.7930523
class,176,0,0.14270557
class,176,1,0.85720307
class,176,2,0.8198973
class,176,3,0.10931005
class,176,4,0.13161358
class,176,5,0.14002284
class,176,6,0.7637942
class,176,7,0.085269384
class,176,8,0.92724764
class,176,9,0.87503874
class,177,0,0.92634237
class,177,1,0.15545535
class,177,2,0.8013707
class,177,3,0.15250419
class,177,4,0.12851429
class,177,5,0.2913016
class,177,6,0.73315424
class,177,7,0.12124285
class,177,8,0.068377316
class,177,9,0.8604274
class,178,0,0.18492173
class,178,1,0.848604
class,178,2,0.34011254
class,178,3,0.94940513
class,178,4,0.34836248
class,178,5,0.79479414
class,178,6,0.9009633
class,178,7,0.9096382
class,178,8,0.18087018
class,178,9,0.8541829
class,179,0,0.10811551
class,179,1,0.94027656
class,179,2,0.85963327
class,179,3,0.0694939
class,179,4,0.101722576
class,179,5,0.8792393
class,179,6,0.81867784
class,179,7,0.917919
class,179,8,0.18606058
class,179,9,0.1308458
class,180,0,0.14655249
class,180,1,0.82737786
class,180,2,0.08684837
class,180,3,0.8565899
class,180,4,0.16077729
class,180,5,0.27726784
class,180,6,0.10739977
class,180,7,0.8837973
class,180,8,0.8801616
class,180,9,0.24735725
class,181,0,0.76633966
class,181,1,0.10591108
class,181,2,0.118347615
class,181,3,0.8827894
class,181,4,0.060461655
class,181,5,0.12129784
class,181,6,0.18963154
class,181,7,0.1023423
class,181,8,0.07793919
class,181,9,0.11859127
class,182,0,0.037803315
class,182,1,0.08888012
class,182,2,0.8759156
class,182,3,0.8557924
class,182,4,0.708184
class,182,5,0.22317986
class,182,6,0.38090003
class,182,7,0.07307234
class,182,8,0.052291337
class,182,9,0.3184456
class,183,0,0.9506
class,183,1,0.0689313
class,183,2,0.8699218
class,183,3,0.057411976
class,183,4,0.9172082
class,183,5,0.18889694
class,183,6,0.9430877
class,183,7,0.9350663
class,183,8,0.9008279
class,183,9,0.768967
class,184,0,0.8614605
class,184,1,0.10454322
class,184,2,0.20860161
class,184,3,0.8598104
class,184,4,0.8656549
class,184,5,0.08587639
class,184,6,0.28972596
class,184,7,0.07005112
class,184,8,0.08582969
class,184,9,0.2594627
class,185,0,0.73202723
class,185,1,0.0856375
class,185,2,0.18690778
class,185,3,0.1473095
class,185,4,0.15288849
class,185,5,0.10197067
class,185,6,0.1442267
class,185,7,0.108093195
class,185,8,0.104527414
class,185,9,0.15121318
class,186,0,0.21043846
class,186,1,0.87089735
class,186,2,0.8682807
class,186,3,0.15648848
class,186,4,0.16946739
class,186,5,0.9182503
class,186,6,0.84304696
class,186,7,0.92964864
class,186,8,0.15006082
class,186,9,0.8655104
class,187,0,0.101965755
class,187,1,0.07492747
class,187,2,0.83101034
class,187,3,0.115916185
class,187,4,0.80218124
class,187,5,0.09568698
class,187,6,0.17333233
class,187,7,0.8328022
class,187,8,0.533661
class,187,9,0.8080649
class,188,0,0.9189884
class,188,1,0.13988265
class,188,2,0.11368693
class,188,3,0.0631201
class,188,4,0.85517687
class,188,5,0.12872277
class,188,6,0.19189303
class,188,7,0.908177
class,188,8,0.80675596
class,188,9,0.83839417
class,189,0,0.16879742
class,189,1,0.08492337
class,189,2,0.14246877
class,189,3,0.07334303
class,189,4,0.13919424
class,189,5,0.35763207
class,189,6,0.88216615
class,189,7,0.92200476
class,189,8,0.8066752
class,189,9,0.12613548
class,190,0,0.2116689
class,190,1,0.93386614
class,190,2,0.18584682
class,190,3,0.9051378
class,190,4,0.8839485
class,190,5,0.9292299
class,190,6,0.8738444
class,190,7,0.11526901
class,190,8,0.9446855
class,190,9,0.060664266
class,191,0,0.9483745
class,191,1,0.8972728
class,191,2,0.07327413
class,191,3,0.9067145
class,191,4,0.87611914
class,191,5,0.12277086
class,191,6,0.12727697
class,191,7,0.855303
class,191,8,0.87083304
class,191,9,0.9016502
class,192,0,0.9453727
class,192,1,0.95457596
class,192,2,0.9587234
class,192,3,0.9352223
class,192,4,0.92698044
class,192,5,0.20140933
class,192,6,0.91380554
class,192,7,0.21915911
class,192,8,0.9383419
class,192,9,0.9107345
class,193,0,0.054937407
class,193,1,0.1801928
class,193,2,0.8244542
class,193,3,0.09774361
class,193,4,0.84110403
class,193,5,0.16058797
class,193,6,0.7837322
class,193,7,0.120178364
class,193,8,0.10925025
class,193,9,0.2339212
class,194,0,0.091011904
class,194,1,0.89449364
class,194,2,0.13889183
class,194,3,0.09108431
class,194,4,0.1035013
class,194,5,0.7843193
class,194,6,0.16021115
class,194,7,0.8643557
class,194,8,0.35701782
class,194,9,0.26345024
class,195,0,0.78552127
class,195,1,0.9276827
class,195,2,0.08583971
class,195,3,0.93795276
class,195,4,0.8753663
class,195,5,0.89273673
class,195,6,0.12822619
class,195,7,0.084312804
class,195,8,0.1264837
class,195,9,0.087257214
class,196,0,0.9360942
class,196,1,0.92114013
class,196,2,0.26905182
class,196,3,0.08657407
class,196,4,0.93741316
class,196,5,0.9256458
class,196,6,0.9423597
class,196,7,0.9226046
class,196,8,0.94298506
class,196,9,0.13277031
class,197,0,0.9054957
class,197,1,0.09553807
class,197,2,0.8252981
class,197,3,0.8734781
class,197,4,0.3232891
class,197,5,0.27637663
class,197,6,0.8156008
class,197,7,0.90239275
class,197,8,0.39244556
class,197,9,0.15674044
class,198,0,0.15073788
class,198,1,0.090158656
class,198,2,0.22050755
class,198,3,0.08210322
class,198,4,0.09547122
class,198,5,0.6930153
class,198,6,0.8935138
class,198,7,0.084085494
class,198,8,0.21298032
class,198,9,0.76186216
class,199,0,0.8932586
class,199,1,0.2411138
class,199,2,0.9338031
class,199,3,0.93933946
class,199,4,0.96876043
class,199,5,0.9128744
class,199,6,0.9243786
class,199,7,0.92810464
class,199,8,0.06665499
class,199,9,0.8837555
class,200,0,0.11500443
class,200,1,0.8682169
class,200,2,0.15242043
class,200,3,0.8862689
class,200,4,0.8096456
class,200,5,0.30510053
class,200,6,0.13081855
class,200,7,0.9074001
class,200,8,0.81499887
class,200,9,0.87888694
class,201,0,0.18934591
class,201,1,0.9183287
class,201,2,0.9426355
class,201,3,0.8830193
class,201,4,0.15215416
class,201,5,0.115553014
class,201,6,0.06640009
class,201,7,0.1626014
class,201,8,0.91009665
class,201,9,0.16064206
class,202,0,0.92268693
class,202,1,0.09352918
class,202,2,0.103196
class,202,3,0.059661955
class,202,4,0.88842523
class,202,5,0.18455595
class,202,6,0.9338208
class,202,7,0.9214552
class,202,8,0.78301513
class,202,9,0.8753653
class,203,0,0.1340618
class,203,1,0.88057554
class,203,2,0.8465415
class,203,3,0.8815116
class,203,4,0.21171638
